timestep,cog_x,cog_y,dm_mean,dm_max,dm_min,dm_rms_before,dm_rms_after,slopes_residual_rms,modal_cmd_rms
0,0.0,0.0,-2.0888800068929108e-10,5.582934559899443e-10,-5.2402229058292915e-09,0.0,1.0480181515786656e-09,7.16682575980883e-08,4.36674229824444e-09
1,0.0,0.0,-4.1568712137168914e-10,1.1110039774199893e-09,-1.042804358260029e-08,1.0480181515786656e-09,2.0855561216415445e-09,7.16682575980883e-08,4.36674229824444e-09
2,0.0,0.0,-6.204182508472634e-10,1.6581873936357336e-09,-1.556398605260358e-08,2.0855561216415445e-09,3.1127187120037944e-09,7.16682575980883e-08,4.36674229824444e-09
3,0.0,0.0,-8.231020690280818e-10,2.1998989756893205e-09,-2.0648569097906838e-08,3.1127187120037944e-09,4.129609676462422e-09,7.16682575980883e-08,4.36674229824444e-09
4,0.0,0.0,-1.023759049027092e-09,2.7361934419223717e-09,-2.568230631275706e-08,4.129609676462422e-09,5.136331731276464e-09,7.16682575980883e-08,4.36674229824444e-09
5,0.0,0.0,-1.222409459226112e-09,3.2671249634930923e-09,-3.066570615545878e-08,5.136331731276464e-09,6.132986565542364e-09,7.16682575980883e-08,4.36674229824444e-09
6,0.0,0.0,-1.419073365323142e-09,3.792747169848105e-09,-3.559927199973348e-08,6.132986565542364e-09,7.119674851465607e-09,7.16682575980883e-08,4.36674229824444e-09
7,138.0,127.0,-1.6137706323592014e-09,4.313113154139568e-09,-4.0483502185565444e-08,7.119674851465607e-09,8.096496254529615e-09,7.16682575980883e-08,4.36674229824444e-09
8,75.5,82.5,-1.8065209267249009e-09,4.828275478588117e-09,-4.5318890069539084e-08,8.096496254529615e-09,9.063549443562985e-09,7.16682575980883e-08,4.36674229824444e-09
9,0.0,0.0,-1.9973437181469426e-09,5.338286179792179e-09,-5.010592407467298e-08,9.063549443562985e-09,1.0020932100706021e-08,7.16682575980883e-08,4.36674229824444e-09
